GameID,Date,Year,Home_team,Away_Team,Home_winner?,Away_Winner?
2333507,11-06-2023,2023,IUPUI,Spalding,True,False
2333508,11-06-2023,2023,Hofstra,St. Joseph's (L.I.),True,False
2333787,11-06-2023,2023,Troy,Fort Lauderdale,True,False
2333785,11-06-2023,2023,SFA,North American,True,False
2333789,11-06-2023,2023,Prairie View,Kansas Christian,True,False
2333750,11-06-2023,2023,Oregon,Georgia,True,False
2333505,11-06-2023,2023,Oregon St.,Linfield,True,False
2333509,11-06-2023,2023,Penn,John Jay,True,False
2333510,11-06-2023,2023,UMass Lowell,Rivier,True,False
2333797,11-06-2023,2023,Tennessee,Tennessee Tech,True,False
2333795,11-06-2023,2023,UConn,Northern Ariz.,True,False
2322747,11-06-2023,2023,Purdue,Samford,True,False
2317181,11-06-2023,2023,Rutgers,Princeton,False,True
2333767,11-06-2023,2023,Col. of Charleston,Iona,True,False
2333770,11-06-2023,2023,Marshall,Queens (NC),True,False
3954929,11-06-2023,2023,Dayton,SIUE,True,False
2333775,11-06-2023,2023,Duquesne,Cleveland St.,True,False
2333776,11-06-2023,2023,Bowling Green,Chicago St.,True,False
2333777,11-06-2023,2023,South Carolina,USC Upstate,True,False
4470656,11-06-2023,2023,South Carolina St.,Voorhees,True,False
2333504,11-06-2023,2023,Mercer,Clark Atlanta,False,True
2333755,11-06-2023,2023,Saint Joseph's,Lafayette,True,False
3954958,11-06-2023,2023,Utah Valley,Carroll (MT),True,False
2333512,11-06-2023,2023,Southeastern La.,Delta St.,True,False
2333793,11-06-2023,2023,UT Martin,Champion Chris.,True,False
2333847,11-06-2023,2023,NC State,The Citadel,True,False
2333516,11-06-2023,2023,East Carolina,Ferrum,True,False
3954974,11-06-2023,2023,Virginia,Tarleton St.,True,False
2333851,11-06-2023,2023,Western Mich.,North Dakota St.,False,True
2373639,11-06-2023,2023,Kent St.,Malone,True,False
2333850,11-06-2023,2023,VCU,McNeese,False,True
2333852,11-06-2023,2023,Liberty,Mid-Atlantic Christ.,True,False
2333853,11-06-2023,2023,North Florida,Coastal Ga.,True,False
2333799,11-06-2023,2023,Furman,North Greenville,True,False
2348766,11-06-2023,2023,Ohio St.,Oakland,True,False
2333798,11-06-2023,2023,Siena,Holy Cross,True,False
2333800,11-06-2023,2023,High Point,St. Andrews,True,False
